,UnderlyingPrice,OptionSymbol,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA
59,174.09,GS160108P00210000,put,01/08/2016,01/05/2016,210.0,0.0,34.25,38.3,0,0,0,1.3615,0.0,2.1794,-0.9524,0.0052,-0.4029,0.0138,GS160108P00210000
60,174.09,GS160108C00212500,call,01/08/2016,01/05/2016,212.5,0.17,0.0,0.32,0,15,15,1.245,0.0,1.3985,0.0254,0.0034,-0.22,0.0082,GS160108C00212500
61,174.09,GS160108P00212500,put,01/08/2016,01/05/2016,212.5,0.0,36.6,40.8,0,0,0,1.4143,0.0,2.2682,-0.956,0.0047,-0.3923,0.0129,GS160108P00212500
62,174.09,GS160108C00215000,call,01/08/2016,01/05/2016,215.0,0.01,0.0,0.32,0,15,15,1.3051,0.0,1.4642,0.0244,0.0032,-0.2228,0.008,GS160108C00215000
63,174.09,GS160108P00215000,put,01/08/2016,01/05/2016,215.0,0.0,39.3,43.3,0,0,0,1.4838,0.0,2.3547,-0.9573,0.0044,-0.4024,0.0127,GS160108P00215000
64,174.09,GS160108C00217500,call,01/08/2016,01/05/2016,217.5,0.01,0.0,0.32,0,4,4,1.3195,0.0,1.5277,0.0198,0.0026,-0.1891,0.0067,GS160108C00217500
65,174.09,GS160108P00217500,put,01/08/2016,01/05/2016,217.5,0.0,41.75,45.8,0,0,0,1.5608,0.0,2.4393,-0.9574,0.0042,-0.42200000000000004,0.0126,GS160108P00217500
66,174.09,GS160108C00220000,call,01/08/2016,01/05/2016,220.0,0.11,0.0,0.13,0,1,1,1.3591,0.0,1.3779,0.0179,0.0023,-0.1785,0.0061,GS160108C00220000
67,174.09,GS160108P00220000,put,01/08/2016,01/05/2016,220.0,0.0,44.3,48.25,0,0,0,1.6288,0.0,2.5061,-0.9584,0.0039,-0.4324,0.0124,GS160108P00220000
68,174.09,GS160108C00222500,call,01/08/2016,01/05/2016,222.5,0.01,0.0,0.32,0,2,2,1.4277,0.0,1.6522,0.0182,0.0022,-0.1903,0.0062,GS160108C00222500
69,174.09,GS160108P00222500,put,01/08/2016,01/05/2016,222.5,0.0,46.7,50.75,0,0,0,1.6664,0.0,2.5867,-0.9620000000000001,0.0036,-0.4104,0.0115,GS160108P00222500
70,174.09,GS160108C00225000,call,01/08/2016,01/05/2016,225.0,0.01,0.0,0.32,0,2,2,1.5088,0.0,1.7124,0.0194,0.0022,-0.2124,0.0066,GS160108C00225000
71,174.09,GS160108P00225000,put,01/08/2016,01/05/2016,225.0,0.0,49.2,53.3,0,0,0,1.7245,0.0,2.682,-0.9634,0.0033,-0.4123,0.0112,GS160108P00225000
72,174.09,GS160108C00230000,call,01/08/2016,01/05/2016,230.0,0.0,0.0,0.32,0,0,0,1.6669999999999998,0.0,1.8299,0.0215,0.0022,-0.2563,0.0072,GS160108C00230000
73,174.09,GS160108P00230000,put,01/08/2016,01/05/2016,230.0,0.0,54.2,58.3,0,0,0,1.8496,0.0,2.8356,-0.9648,0.003,-0.4283,0.0108,GS160108P00230000
74,174.09,GS160108C00235000,call,01/08/2016,01/05/2016,235.0,0.0,0.0,0.32,0,0,0,1.7482,0.0,1.9436,0.0189,0.0019,-0.2409,0.0064,GS160108C00235000
75,174.09,GS160108P00235000,put,01/08/2016,01/05/2016,235.0,0.0,59.2,63.3,0,0,0,1.9474,0.0,2.9834,-0.9678,0.0027,-0.4194,0.01,GS160108P00235000
76,174.09,GS160108C00240000,call,01/08/2016,01/05/2016,240.0,0.0,0.0,0.32,0,0,0,1.8477,0.0,2.0538,0.0179,0.0017,-0.2427,0.0061,GS160108C00240000
77,174.09,GS160108P00240000,put,01/08/2016,01/05/2016,240.0,0.0,64.25,68.1,0,0,0,2.0144,0.0,3.054,-0.9721,0.0023,-0.3846,0.0089,GS160108P00240000
78,174.09,GS160108C00245000,call,01/08/2016,01/05/2016,245.0,0.0,0.0,0.31,0,0,0,1.9406,0.0,2.1493,0.0168,0.0015,-0.2417,0.0058,GS160108C00245000
79,174.09,GS160108P00245000,put,01/08/2016,01/05/2016,245.0,0.0,69.2,73.1,0,0,0,2.0596,0.0,3.1898,-0.9768,0.0019,-0.3366,0.0076,GS160108P00245000
80,174.09,GS160115C00080000,call,01/15/2016,01/05/2016,80.0,110.8,91.75,95.7,0,0,0,37.1114,0.0,3.2429,0.9982,0.0,-0.166,0.0009,GS160115C00080000
81,174.09,GS160115P00080000,put,01/15/2016,01/05/2016,80.0,0.02,0.0,0.02,0,1242,1242,1.5989,0.0,1.7004,-0.0008,0.0001,-0.0063,0.0007,GS160115P00080000
82,174.09,GS160115C00085000,call,01/15/2016,01/05/2016,85.0,97.02,86.75,90.7,0,0,0,31.5029,0.0,3.022,0.9953,0.0,-0.5275,0.0032,GS160115C00085000
83,174.09,GS160115P00085000,put,01/15/2016,01/05/2016,85.0,0.02,0.0,0.16,0,1247,1247,1.7669,0.0,1.9866,-0.0037,0.0002,-0.0293,0.0031,GS160115P00085000
84,174.09,GS160115C00090000,call,01/15/2016,01/05/2016,90.0,98.0,81.9,85.7,0,1,1,26.3602,0.0,2.8144,0.9874,0.0,-1.1925,0.0086,GS160115C00090000
85,174.09,GS160115P00090000,put,01/15/2016,01/05/2016,90.0,0.03,0.0,0.16,0,313,313,1.7181,0.0,1.8411,-0.0056,0.0003,-0.0411,0.0045,GS160115P00090000
86,174.09,GS160115C00095000,call,01/15/2016,01/05/2016,95.0,0.0,76.8,80.7,0,0,0,21.6833,0.0,2.6175,0.971,0.0001,-2.0722,0.018000000000000002,GS160115C00095000
87,174.09,GS160115P00095000,put,01/15/2016,01/05/2016,95.0,0.06,0.0,0.16,0,709,709,1.6109,0.0,1.7032,-0.0066,0.0004,-0.0447,0.0052,GS160115P00095000
88,174.09,GS160115C00100000,call,01/15/2016,01/05/2016,100.0,73.97,71.9,75.7,4,35,35,17.4723,0.0,2.4307,0.9439,0.0002,-2.8956,0.0311,GS160115C00100000
89,174.09,GS160115P00100000,put,01/15/2016,01/05/2016,100.0,0.02,0.0,0.16,0,1320,1320,1.4397,0.0,1.5719999999999998,-0.0059,0.0004,-0.0359,0.0046,GS160115P00100000
90,174.09,GS160115C00105000,call,01/15/2016,01/05/2016,105.0,85.87,66.75,70.8,0,1,1,13.7272,0.0,2.283,0.9071,0.0004,-3.3666,0.046,GS160115C00105000
91,174.09,GS160115P00105000,put,01/15/2016,01/05/2016,105.0,0.1,0.0,0.17,0,766,766,1.3273,0.0,1.4591,-0.0065,0.0005,-0.0362,0.0051,GS160115P00105000
92,174.09,GS160115C00110000,call,01/15/2016,01/05/2016,110.0,81.65,61.75,65.8,0,80,80,10.4478,0.0,2.1101,0.8657,0.0007,-3.342,0.06,GS160115C00110000
93,174.09,GS160115P00110000,put,01/15/2016,01/05/2016,110.0,0.11,0.0,0.17,0,507,507,1.2214,0.0,1.3384,-0.0073,0.0006,-0.0368,0.0056,GS160115P00110000
94,174.09,GS160115C00115000,call,01/15/2016,01/05/2016,115.0,69.86,56.9,60.85,0,0,0,7.6343,0.0,1.9577,0.8281,0.0012,-2.8788,0.0707,GS160115C00115000
95,174.09,GS160115P00115000,put,01/15/2016,01/05/2016,115.0,0.11,0.0,0.18,0,489,489,1.1082,0.0,1.2327,-0.0077,0.0007,-0.0351,0.0059,GS160115P00115000
96,174.09,GS160115C00120000,call,01/15/2016,01/05/2016,120.0,63.4,51.9,55.85,0,27,27,5.2867,0.0,1.7974,0.8049,0.0019,-2.1551,0.0765,GS160115C00120000
97,174.09,GS160115P00120000,put,01/15/2016,01/05/2016,120.0,0.01,0.0,0.13,5,2970,2970,1.0028,0.0,1.0686,-0.0083,0.0008,-0.034,0.0063,GS160115P00120000
98,174.09,GS160115C00125000,call,01/15/2016,01/05/2016,125.0,65.78,46.8,50.55,0,0,0,3.4048,0.0,1.5669,0.8096,0.0029,-1.3625,0.0754,GS160115C00125000
99,174.09,GS160115P00125000,put,01/15/2016,01/05/2016,125.0,0.25,0.0,0.19,0,1517,1517,0.9089,0.0,1.02,-0.0095,0.001,-0.0346,0.0071,GS160115P00125000
100,174.09,GS160115C00130000,call,01/15/2016,01/05/2016,130.0,60.49,41.75,45.65,0,17,17,1.9888,0.0,1.4437,0.858,0.004,-0.6501,0.0623,GS160115C00130000
101,174.09,GS160115P00130000,put,01/15/2016,01/05/2016,130.0,0.05,0.0,0.2,0,1957,1957,0.8107,0.0,0.9215,-0.0104,0.0012,-0.0335,0.0077,GS160115P00130000
102,174.09,GS160115C00135000,call,01/15/2016,01/05/2016,135.0,55.8,36.8,40.8,0,25,25,1.0387,0.0,1.331,0.9454,0.0038,-0.1543,0.0304,GS160115C00135000
103,174.09,GS160115P00135000,put,01/15/2016,01/05/2016,135.0,0.06,0.01,0.21,0,1107,1107,0.6937,0.5632,0.8243,-0.0096,0.0013,-0.0268,0.0072,GS160115P00135000
104,174.09,GS160115C00140000,call,01/15/2016,01/05/2016,140.0,43.89,32.75,35.2,0,62,62,0.5543,0.0,1.0614,0.9928,0.0012,0.001,0.005,GS160115C00140000
105,174.09,GS160115P00140000,put,01/15/2016,01/05/2016,140.0,0.07,0.01,0.13,10,1835,1845,0.5786,0.4888,0.6683,-0.0084,0.0014,-0.0198,0.0063,GS160115P00140000
106,174.09,GS160115C00145000,call,01/15/2016,01/05/2016,145.0,31.68,27.75,30.3,0,14,14,0.5531,0.0,0.9507,0.9814,0.0028,-0.0206,0.0122,GS160115C00145000
107,174.09,GS160115P00145000,put,01/15/2016,01/05/2016,145.0,0.1,0.05,0.17,22,1374,1395,0.5502,0.5003,0.6002,-0.0173,0.0028,-0.0354,0.0119,GS160115P00145000
108,174.09,GS160115C00146000,call,01/15/2016,01/05/2016,146.0,0.0,26.5,29.75,0,0,0,0.5589,0.0,1.0082,0.9766,0.0034,-0.0292,0.0149,GS160115C00146000
109,174.09,GS160115P00146000,put,01/15/2016,01/05/2016,146.0,0.1,0.06,0.17,0,3,3,0.5383,0.4956,0.581,-0.0189,0.0031,-0.0373,0.0128,GS160115P00146000
110,174.09,GS160115C00147000,call,01/15/2016,01/05/2016,147.0,0.0,25.5,28.7,0,0,0,0.5256,0.0,0.9716,0.9787,0.0034,-0.0232,0.0137,GS160115C00147000
111,174.09,GS160115P00147000,put,01/15/2016,01/05/2016,147.0,0.11,0.07,0.11,2,2,4,0.5062,0.4892,0.5232,-0.017,0.003,-0.0321,0.0117,GS160115P00147000
112,174.09,GS160115C00148000,call,01/15/2016,01/05/2016,148.0,0.0,23.95,27.75,0,0,0,0.5151,0.0,0.9524,0.9765,0.0037,-0.0259,0.015,GS160115C00148000
113,174.09,GS160115P00148000,put,01/15/2016,01/05/2016,148.0,0.12,0.08,0.2,59,20,45,0.5198,0.4812,0.5585,-0.0236,0.0038,-0.0435,0.0155,GS160115P00148000
114,174.09,GS160115C00149000,call,01/15/2016,01/05/2016,149.0,0.0,23.15,26.8,0,0,0,0.4997,0.0,0.9329999999999999,0.9752,0.0041,-0.0267,0.0157,GS160115C00149000
115,174.09,GS160115P00149000,put,01/15/2016,01/05/2016,149.0,0.1,0.09,0.24,0,5,5,0.5148,0.4721,0.5575,-0.0273,0.0044,-0.0487,0.0175,GS160115P00149000
116,174.09,GS160115C00150000,call,01/15/2016,01/05/2016,150.0,23.54,22.95,24.8,1,119,119,0.4759,0.0,0.7170000000000001,0.9755,0.0042,-0.0241,0.0155,GS160115C00150000
117,174.09,GS160115P00150000,put,01/15/2016,01/05/2016,150.0,0.12,0.09,0.21,4,9253,9252,0.4894,0.4545,0.5242,-0.0267,0.0045,-0.0455,0.0172,GS160115P00150000
118,174.09,GS160115C00152500,call,01/15/2016,01/05/2016,152.5,0.0,20.1,23.3,0,0,0,0.4286,0.0,0.8351,0.9738,0.005,-0.0224,0.0165,GS160115C00152500
119,174.09,GS160115P00152500,put,01/15/2016,01/05/2016,152.5,0.2,0.08,0.23,0,61,61,0.4436,0.4034,0.4838,-0.0293,0.0054,-0.0446,0.0186,GS160115P00152500
120,174.09,GS160115C00155000,call,01/15/2016,01/05/2016,155.0,26.23,17.8,20.0,0,57,57,0.3819,0.0,0.6336,0.9717,0.006,-0.0207,0.0176,GS160115C00155000
121,174.09,GS160115P00155000,put,01/15/2016,01/05/2016,155.0,0.28,0.16,0.29,30,4513,4493,0.4305,0.4053,0.4558,-0.0437,0.0077,-0.0601,0.0258,GS160115P00155000
122,174.09,GS160115C00157500,call,01/15/2016,01/05/2016,157.5,24.54,15.8,17.3,0,1,1,0.3638,0.0,0.5346,0.9579,0.0087,-0.0328,0.0246,GS160115C00157500
123,174.09,GS160115P00157500,put,01/15/2016,01/05/2016,157.5,0.31,0.17,0.32,50,72,107,0.3881,0.3625,0.4137,-0.0514,0.0098,-0.0618,0.0293,GS160115P00157500
124,174.09,GS160115C00160000,call,01/15/2016,01/05/2016,160.0,16.3,13.4,14.9,0,905,905,0.3642,0.0,0.4899,0.9276,0.0135,-0.0595,0.038,GS160115C00160000
125,174.09,GS160115P00160000,put,01/15/2016,01/05/2016,160.0,0.43,0.37,0.42,98,4732,4715,0.3805,0.3745,0.3865,-0.0802,0.0141,-0.0858,0.0414,GS160115P00160000
126,174.09,GS160115C00162500,call,01/15/2016,01/05/2016,162.5,0.0,11.0,13.4,0,0,0,0.3324,0.0,0.5629,0.9036,0.0183,-0.0699,0.0472,GS160115C00162500
127,174.09,GS160115P00162500,put,01/15/2016,01/05/2016,162.5,0.56,0.52,0.59,49,63,89,0.3584,0.3518,0.365,-0.1119,0.0191,-0.1035,0.053,GS160115P00162500
128,174.09,GS160115C00165000,call,01/15/2016,01/05/2016,165.0,10.05,9.35,10.1,16,1010,1022,0.3309,0.2734,0.3884,0.8463,0.0256,-0.1031,0.0657,GS160115C00165000
129,174.09,GS160115P00165000,put,01/15/2016,01/05/2016,165.0,0.97,0.77,0.83,119,4087,4109,0.3384,0.3339,0.3429,-0.1579,0.0256,-0.1242,0.0671,GS160115P00165000
130,174.09,GS160115C00167500,call,01/15/2016,01/05/2016,167.5,0.0,6.75,9.05,0,0,0,0.3383,0.1982,0.4783,0.7651,0.0326,-0.1426,0.0853,GS160115C00167500
131,174.09,GS160115P00167500,put,01/15/2016,01/05/2016,167.5,1.2,1.15,1.21,197,414,582,0.3212,0.3176,0.3248,-0.2233,0.0334,-0.1465,0.0831,GS160115P00167500
132,174.09,GS160115C00170000,call,01/15/2016,01/05/2016,170.0,5.5,5.5,6.05,87,1997,2022,0.3145,0.2867,0.3423,0.6842,0.0406,-0.1557,0.0988,GS160115C00170000
133,174.09,GS160115P00170000,put,01/15/2016,01/05/2016,170.0,1.78,1.71,1.81,727,5512,5340,0.3074,0.3023,0.3124,-0.3114,0.0413,-0.1669,0.0984,GS160115P00170000
134,174.09,GS160115C00172500,call,01/15/2016,01/05/2016,172.5,4.2,4.2,4.35,81,18,63,0.3174,0.3106,0.3242,0.5747,0.0443,-0.1763,0.109,GS160115C00172500
135,174.09,GS160115P00172500,put,01/15/2016,01/05/2016,172.5,2.63,2.55,2.64,246,232,360,0.2956,0.2914,0.2997,-0.4204,0.0475,-0.1789,0.1088,GS160115P00172500
136,174.09,GS160115C00175000,call,01/15/2016,01/05/2016,175.0,2.85,2.85,2.9,660,4050,4352,0.303,0.3002,0.3057,0.4594,0.047,-0.1719,0.1104,GS160115C00175000
137,174.09,GS160115P00175000,put,01/15/2016,01/05/2016,175.0,3.8,3.65,3.8,609,10657,10573,0.2847,0.2779,0.2915,-0.5435,0.05,-0.1768,0.1103,GS160115P00175000
138,174.09,GS160115C00177500,call,01/15/2016,01/05/2016,177.5,1.8,1.81,1.9,665,415,709,0.2977,0.2933,0.3021,0.3437,0.0444,-0.1578,0.1024,GS160115C00177500
139,174.09,GS160115P00177500,put,01/15/2016,01/05/2016,177.5,5.31,5.1,5.45,37,362,365,0.2841,0.2668,0.3014,-0.6632,0.0461,-0.1649,0.1015,GS160115P00177500
140,174.09,GS160115C00180000,call,01/15/2016,01/05/2016,180.0,1.08,1.11,1.17,933,9277,9604,0.2953,0.2914,0.2993,0.2414,0.0379,-0.1335,0.0868,GS160115C00180000
